policy_id,vehicle_age,driver_age,bonus_malus,vehicle_class,region,displacement_cc,annual_mileage_km,exposure_usd,log10_exposure_usd,duration,log_duration,class_B,class_C,class_D,is_urban,is_suburban,capped_claims_usd,capped_claims_kusd
1464,1.0,24.0,130.0,A,Urban,4682.0,49785.0,227600.0,5.3572,0.9432,-0.058438,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1465,17.0,25.0,216.8,D,Urban,1297.0,34656.0,144400.0,5.1596,0.5755,-0.552435,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1466,2.0,48.0,306.6,C,Suburban,1635.0,43467.0,106300.0,5.0265,0.5334,-0.628568,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1467,13.0,39.0,124.9,B,Suburban,4047.0,39188.0,65900.0,4.8189,0.7246,-0.322113,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1468,8.0,23.0,270.8,B,Rural,4359.0,27632.0,329200.0,5.5175,0.9575,-0.043385,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,16.0,47.0,336.2,C,Urban,4442.0,5438.0,61600.0,4.7896,0.9174,-0.08621,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1470,1.0,27.0,309.9,C,Urban,1216.0,35000.0,160200.0,5.2047,0.7783,-0.250602,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1471,18.0,18.0,170.5,B,Urban,2404.0,9533.0,66100.0,4.8202,0.7219,-0.325903,1.0,0.0,0.0,1.0,0.0,1330.08,1.3301
1472,14.0,25.0,232.2,A,Suburban,3515.0,48266.0,20000.0,4.301,0.837,-0.17796,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1473,9.0,44.0,347.5,A,Urban,4659.0,16217.0,60400.0,4.781,0.932,-0.07047,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1474,4.0,73.0,220.5,A,Rural,1804.0,21530.0,66200.0,4.8209,0.9314,-0.07102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,20.0,32.0,84.5,A,Suburban,3321.0,29820.0,66900.0,4.8254,0.8963,-0.109429,0.0,0.0,0.0,0.0,1.0,7312.68,7.3127
1476,6.0,34.0,63.6,A,Suburban,1403.0,27618.0,44200.0,4.6454,0.5692,-0.563479,0.0,0.0,0.0,0.0,1.0,6970.6,6.9706
1477,10.0,32.0,287.1,A,Rural,3939.0,34482.0,123700.0,5.0924,0.7927,-0.232331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,8.0,38.0,177.1,D,Urban,1336.0,40255.0,135300.0,5.1313,0.8418,-0.172198,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1479,4.0,59.0,124.0,C,Suburban,5000.0,39094.0,58700.0,4.7686,0.7637,-0.269594,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1480,8.0,36.0,154.3,C,Urban,1188.0,45864.0,58300.0,4.7657,0.9107,-0.093585,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1481,3.0,56.0,277.2,B,Rural,3678.0,26146.0,32400.0,4.5105,0.872,-0.136958,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,0.0,70.0,189.6,B,Rural,4064.0,29038.0,91900.0,4.9633,0.8971,-0.108536,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,6.0,72.0,310.5,A,Suburban,1884.0,44333.0,225800.0,5.3537,0.732,-0.311911,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1484,2.0,50.0,270.5,C,Urban,1870.0,17705.0,226000.0,5.3541,0.8186,-0.200116,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1485,8.0,59.0,342.2,A,Rural,3304.0,16066.0,46400.0,4.6665,0.8175,-0.20152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,18.0,71.0,316.6,B,Rural,3448.0,5411.0,368900.0,5.5669,0.8583,-0.152857,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,3.0,63.0,126.4,D,Suburban,3826.0,38232.0,56100.0,4.749,0.6241,-0.471501,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1488,0.0,35.0,247.7,D,Rural,3237.0,35941.0,33300.0,4.5224,0.6228,-0.47351,0.0,0.0,1.0,0.0,0.0,7020.53,7.0205
1489,2.0,25.0,56.2,A,Suburban,1533.0,17452.0,25200.0,4.4014,0.8242,-0.193308,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1490,10.0,24.0,347.3,C,Urban,4681.0,10846.0,31700.0,4.5011,0.7933,-0.231537,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1491,5.0,69.0,128.3,A,Urban,1500.0,6914.0,98000.0,4.9912,0.9286,-0.074116,0.0,0.0,0.0,1.0,0.0,2328.2,2.3282
1492,10.0,50.0,249.4,A,Urban,3174.0,26954.0,61000.0,4.7853,0.8645,-0.145589,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1493,0.0,35.0,304.7,A,Suburban,4664.0,13707.0,45200.0,4.6551,0.7256,-0.320751,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1494,6.0,38.0,98.1,A,Suburban,4634.0,40703.0,38100.0,4.5809,0.9089,-0.095525,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1495,8.0,34.0,304.4,C,Urban,1505.0,47752.0,31500.0,4.4983,0.4711,-0.752584,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1496,9.0,64.0,53.7,B,Urban,1802.0,39959.0,36800.0,4.5658,0.5546,-0.589445,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1497,11.0,53.0,182.6,A,Suburban,3328.0,43322.0,169000.0,5.2279,0.9337,-0.068564,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1498,16.0,69.0,191.6,D,Suburban,2216.0,49586.0,317400.0,5.5016,0.9859,-0.014239,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1499,9.0,35.0,162.2,B,Rural,3870.0,38336.0,333500.0,5.5231,0.9258,-0.07712,1.0,0.0,0.0,0.0,0.0,24736.42,24.7364
1500,17.0,45.0,225.9,B,Urban,2994.0,30530.0,130000.0,5.1139,0.9518,-0.049371,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1501,11.0,25.0,324.5,B,Rural,1918.0,41451.0,50600.0,4.7042,0.8434,-0.170364,1.0,0.0,0.0,0.0,0.0,26872.54,26.8725
1502,5.0,74.0,148.1,B,Urban,2526.0,30373.0,44000.0,4.6435,0.9501,-0.051146,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1503,4.0,47.0,223.8,B,Urban,3703.0,24463.0,137300.0,5.1377,0.49,-0.71337,1.0,0.0,0.0,1.0,0.0,3962.87,3.9629
1504,6.0,50.0,313.2,B,Suburban,4098.0,6463.0,61600.0,4.7896,0.7321,-0.311835,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1505,12.0,41.0,281.9,D,Urban,2352.0,33934.0,104300.0,5.0183,0.7706,-0.260589,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1506,5.0,33.0,62.2,A,Suburban,1241.0,45388.0,351400.0,5.5458,0.6518,-0.427976,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1507,19.0,73.0,332.8,B,Urban,2284.0,36192.0,89200.0,4.9504,0.8253,-0.192016,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1508,10.0,46.0,64.0,A,Urban,3448.0,23187.0,463900.0,5.6664,0.943,-0.058686,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1509,18.0,57.0,226.6,D,Suburban,3991.0,32760.0,30400.0,4.4829,0.7983,-0.225245,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1510,14.0,20.0,222.6,A,Urban,4495.0,41583.0,107300.0,5.0306,0.7105,-0.341782,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1511,7.0,34.0,285.9,A,Urban,4840.0,39391.0,96400.0,4.9841,0.8624,-0.148013,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1512,4.0,64.0,94.5,D,Urban,3023.0,27103.0,34100.0,4.5328,0.8476,-0.165378,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1513,15.0,23.0,103.8,B,Urban,4497.0,21275.0,142400.0,5.1535,0.5524,-0.593412,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1514,6.0,23.0,275.6,A,Suburban,1901.0,22859.0,255200.0,5.4069,0.7948,-0.229662,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1515,5.0,64.0,94.9,A,Urban,3151.0,45856.0,436900.0,5.6404,0.6071,-0.499058,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1516,19.0,35.0,190.8,B,Suburban,3065.0,12643.0,104200.0,5.0179,0.5855,-0.535335,1.0,0.0,0.0,0.0,1.0,23.4,0.0234
1517,10.0,33.0,269.5,D,Suburban,4029.0,43834.0,20000.0,4.301,0.6745,-0.393751,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1518,1.0,50.0,245.4,B,Suburban,4047.0,13788.0,109800.0,5.0406,0.9508,-0.050401,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1519,10.0,29.0,113.2,A,Urban,1998.0,49140.0,135800.0,5.1329,0.9369,-0.06522,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1520,9.0,20.0,141.2,B,Suburban,4521.0,25175.0,62100.0,4.7931,0.7624,-0.271301,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1521,18.0,18.0,340.7,B,Rural,4544.0,38004.0,89100.0,4.9499,0.8368,-0.178123,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,14.0,22.0,184.6,A,Urban,4783.0,37822.0,50900.0,4.7067,0.9531,-0.048081,0.0,0.0,0.0,1.0,0.0,13810.4,13.8104
1523,4.0,27.0,63.3,D,Rural,2722.0,39764.0,67400.0,4.8287,0.9401,-0.061778,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1524,3.0,58.0,115.9,A,Urban,4947.0,40523.0,169300.0,5.2287,0.7275,-0.318144,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1525,12.0,35.0,152.7,D,Urban,4097.0,6758.0,227900.0,5.3577,0.7592,-0.275502,0.0,0.0,1.0,1.0,0.0,2632.95,2.6329
1526,0.0,22.0,349.8,C,Suburban,3543.0,17300.0,27100.0,4.433,0.9367,-0.065445,0.0,1.0,0.0,0.0,1.0,1132.07,1.1321
1527,6.0,18.0,140.8,A,Urban,2615.0,15337.0,49800.0,4.6972,0.9194,-0.084059,0.0,0.0,0.0,1.0,0.0,844.09,0.8441
1528,2.0,45.0,57.9,C,Urban,4338.0,36437.0,21000.0,4.3222,0.9102,-0.094046,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1529,0.0,66.0,203.9,C,Urban,4009.0,35749.0,326400.0,5.5138,0.7128,-0.338619,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1530,19.0,37.0,75.1,B,Urban,3259.0,18367.0,150500.0,5.1775,0.9564,-0.0446,1.0,0.0,0.0,1.0,0.0,9452.95,9.453
1531,1.0,21.0,132.2,B,Suburban,4988.0,40709.0,20000.0,4.301,0.5247,-0.644855,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1532,0.0,31.0,347.7,A,Urban,1848.0,19023.0,71200.0,4.8525,0.9101,-0.094217,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1533,19.0,46.0,261.4,A,Rural,3495.0,20432.0,59800.0,4.7767,0.7923,-0.232822,0.0,0.0,0.0,0.0,0.0,617.53,0.6175
1534,3.0,28.0,65.2,C,Rural,2149.0,22948.0,41000.0,4.6128,0.6143,-0.487193,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1535,17.0,74.0,184.6,A,Urban,2723.0,38507.0,171800.0,5.235,0.7593,-0.275316,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1536,0.0,62.0,101.5,A,Urban,2224.0,5530.0,168700.0,5.2271,0.8117,-0.208659,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1537,3.0,37.0,86.9,B,Urban,2205.0,45791.0,93000.0,4.9685,0.7028,-0.352681,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1538,2.0,73.0,226.1,A,Rural,2383.0,36142.0,44900.0,4.6522,0.9419,-0.059866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,14.0,36.0,201.7,C,Urban,1038.0,31397.0,45200.0,4.6551,0.9805,-0.019723,0.0,1.0,0.0,1.0,0.0,1573.77,1.5738
1540,13.0,26.0,272.9,C,Urban,967.0,15680.0,77700.0,4.8904,0.8274,-0.189443,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1541,9.0,72.0,317.7,C,Rural,3845.0,40348.0,52000.0,4.716,0.6736,-0.395157,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1542,5.0,73.0,124.0,A,Urban,2106.0,44275.0,74700.0,4.8733,0.7486,-0.289556,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1543,1.0,36.0,326.9,B,Urban,889.0,27570.0,117200.0,5.0689,0.5735,-0.555978,1.0,0.0,0.0,1.0,0.0,6631.81,6.6318
1544,11.0,52.0,205.4,C,Rural,1142.0,18161.0,22000.0,4.3424,0.8626,-0.147838,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1545,4.0,28.0,127.7,B,Rural,1623.0,22125.0,40900.0,4.6117,0.5965,-0.516745,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,12.0,55.0,303.7,C,Urban,1002.0,23731.0,73000.0,4.8633,0.6824,-0.382146,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1547,14.0,58.0,60.7,B,Urban,4774.0,18766.0,262400.0,5.419,0.7509,-0.28652,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1548,17.0,59.0,217.9,A,Urban,3187.0,37048.0,147500.0,5.1688,0.6831,-0.38115,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1549,10.0,50.0,266.5,A,Urban,2455.0,20398.0,74800.0,4.8739,0.5712,-0.560074,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1550,0.0,58.0,134.0,C,Urban,3037.0,41955.0,103500.0,5.0149,0.8697,-0.139574,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1551,5.0,50.0,309.0,A,Urban,1274.0,25866.0,69200.0,4.8401,0.7425,-0.297733,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1552,17.0,65.0,122.1,D,Suburban,3748.0,33303.0,177600.0,5.2494,0.8222,-0.195757,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1553,11.0,28.0,302.0,B,Suburban,4872.0,47658.0,106100.0,5.0257,0.9548,-0.046265,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1554,13.0,46.0,73.6,A,Rural,1349.0,25072.0,208600.0,5.3193,0.7826,-0.245149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,9.0,42.0,98.0,C,Rural,1441.0,12666.0,25400.0,4.4048,0.8415,-0.172558,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1556,3.0,48.0,164.3,B,Urban,3440.0,29747.0,39400.0,4.5955,0.877,-0.131219,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1557,18.0,26.0,306.2,A,Urban,1438.0,27350.0,93400.0,4.9703,0.7352,-0.307677,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1558,16.0,36.0,93.4,D,Suburban,1329.0,40216.0,111300.0,5.0465,0.8315,-0.18457,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1559,20.0,73.0,312.6,C,Urban,3616.0,43709.0,500000.0,5.699,0.9306,-0.071941,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1560,17.0,24.0,118.9,B,Urban,3398.0,37068.0,20000.0,4.301,0.8719,-0.137055,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1561,6.0,54.0,185.8,C,Suburban,1714.0,48715.0,73000.0,4.8633,0.9493,-0.051989,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1562,5.0,56.0,155.8,B,Urban,4257.0,17114.0,70500.0,4.8482,0.7379,-0.30389,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1563,5.0,45.0,85.4,B,Urban,1242.0,15764.0,90700.0,4.9576,0.863,-0.147345,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1564,19.0,19.0,333.3,A,Suburban,2197.0,18108.0,300100.0,5.4773,0.7475,-0.291083,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1565,11.0,19.0,181.5,A,Rural,3903.0,35191.0,151200.0,5.1796,0.9719,-0.028485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,9.0,33.0,257.1,B,Suburban,3378.0,15464.0,20800.0,4.3181,0.7683,-0.263538,1.0,0.0,0.0,0.0,1.0,5668.1,5.6681
1567,20.0,23.0,222.6,B,Urban,3320.0,8979.0,255800.0,5.4079,0.7582,-0.276806,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1568,12.0,23.0,200.5,C,Suburban,3682.0,48997.0,250200.0,5.3983,0.9014,-0.103767,0.0,1.0,0.0,0.0,1.0,6212.32,6.2123
1569,19.0,27.0,235.0,B,Rural,3515.0,19157.0,92600.0,4.9666,0.8263,-0.19075,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,20.0,29.0,319.5,B,Urban,4472.0,15008.0,20600.0,4.3139,0.849,-0.163694,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1571,1.0,66.0,259.8,C,Suburban,3189.0,21144.0,66400.0,4.8222,0.7468,-0.291897,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1572,7.0,55.0,209.7,D,Suburban,2485.0,12129.0,109100.0,5.0378,0.5256,-0.643222,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1573,15.0,19.0,243.6,A,Suburban,4018.0,6610.0,166500.0,5.2214,0.6297,-0.462521,0.0,0.0,0.0,0.0,1.0,12847.92,12.8479
1574,17.0,54.0,231.9,D,Urban,1889.0,18742.0,20000.0,4.301,0.7062,-0.347863,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1575,3.0,25.0,179.9,C,Rural,3990.0,20204.0,40500.0,4.6075,0.848,-0.164914,0.0,1.0,0.0,0.0,0.0,1596.14,1.5961
1576,6.0,42.0,237.4,A,Urban,1976.0,41496.0,180500.0,5.2565,0.6676,-0.404083,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1577,11.0,20.0,183.1,A,Urban,2818.0,24604.0,249400.0,5.3969,0.9019,-0.10321,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1578,16.0,23.0,277.3,A,Urban,3905.0,38154.0,105800.0,5.0245,0.8757,-0.132719,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1579,2.0,25.0,340.7,C,Urban,3436.0,38107.0,188000.0,5.2742,0.5422,-0.612179,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1580,12.0,43.0,338.0,B,Urban,1160.0,40505.0,108000.0,5.0334,0.7142,-0.336607,1.0,0.0,0.0,1.0,0.0,2704.72,2.7047
1581,6.0,44.0,296.2,B,Suburban,2676.0,46333.0,162100.0,5.2098,0.5283,-0.638038,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1582,4.0,38.0,230.5,C,Rural,4210.0,27438.0,84200.0,4.9253,0.825,-0.192417,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1583,10.0,53.0,274.8,A,Urban,4986.0,9678.0,110100.0,5.0418,0.9277,-0.075053,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1584,8.0,59.0,103.4,B,Rural,2761.0,6740.0,28200.0,4.4502,0.6791,-0.386963,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,13.0,60.0,193.7,D,Rural,1161.0,13411.0,133600.0,5.1258,0.7557,-0.280145,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1586,6.0,51.0,127.2,D,Urban,2338.0,42315.0,27500.0,4.4393,0.8217,-0.196334,0.0,0.0,1.0,1.0,0.0,31563.46,31.5635
1587,17.0,49.0,51.0,C,Suburban,2858.0,30846.0,133500.0,5.1255,0.8581,-0.153079,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1588,1.0,46.0,340.0,A,Rural,1108.0,11305.0,52800.0,4.7226,0.8419,-0.172094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,18.0,31.0,309.2,A,Suburban,4430.0,10969.0,100800.0,5.0035,0.8293,-0.187224,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1590,0.0,46.0,204.1,A,Suburban,3063.0,45118.0,35000.0,4.5441,0.6723,-0.397063,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1591,15.0,18.0,126.2,B,Rural,2548.0,28401.0,50100.0,4.6998,0.7019,-0.353917,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,7.0,74.0,257.9,A,Suburban,2468.0,12735.0,100700.0,5.003,0.7084,-0.344736,0.0,0.0,0.0,0.0,1.0,325.9,0.3259
1593,8.0,39.0,180.4,D,Urban,919.0,45354.0,137100.0,5.137,0.8069,-0.214513,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1594,0.0,61.0,291.0,C,Urban,2979.0,37433.0,179900.0,5.255,0.8421,-0.171869,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1595,14.0,73.0,349.9,B,Suburban,2797.0,26500.0,29900.0,4.4757,0.9737,-0.026674,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1596,3.0,46.0,154.7,A,Urban,2253.0,25928.0,22600.0,4.3541,0.9779,-0.022317,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1597,13.0,67.0,123.3,B,Urban,3566.0,35269.0,34400.0,4.5366,0.8386,-0.176009,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1598,15.0,45.0,130.2,B,Urban,2526.0,20224.0,32000.0,4.5051,0.8272,-0.189705,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1599,17.0,25.0,78.0,C,Rural,3201.0,49996.0,262700.0,5.4195,0.7037,-0.351344,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1600,14.0,19.0,168.2,A,Suburban,4517.0,40305.0,219100.0,5.3406,0.9252,-0.077739,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1601,6.0,25.0,55.2,C,Urban,2328.0,33843.0,33800.0,4.5289,0.8324,-0.1835,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1602,15.0,72.0,84.3,A,Urban,2471.0,35935.0,294600.0,5.4692,0.6647,-0.408424,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1603,17.0,45.0,131.5,A,Urban,4437.0,49824.0,208900.0,5.3199,0.8549,-0.156827,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1604,6.0,36.0,98.0,D,Urban,2304.0,5485.0,20400.0,4.3096,0.8483,-0.164468,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1605,2.0,43.0,269.6,A,Suburban,2645.0,6027.0,32900.0,4.5172,0.7968,-0.227166,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1606,18.0,32.0,81.7,A,Urban,4163.0,40326.0,20000.0,4.301,0.9088,-0.095577,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1607,3.0,68.0,309.8,B,Rural,3286.0,14423.0,70000.0,4.8451,0.6511,-0.429052,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,12.0,75.0,116.3,B,Urban,4722.0,35832.0,76100.0,4.8814,0.9402,-0.061703,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1609,4.0,22.0,82.6,A,Urban,2777.0,27650.0,75900.0,4.8802,0.6394,-0.447192,0.0,0.0,0.0,1.0,0.0,2919.55,2.9196
1610,2.0,59.0,53.0,A,Rural,2812.0,19340.0,20000.0,4.301,0.7731,-0.257392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,16.0,37.0,264.6,A,Urban,980.0,15410.0,23900.0,4.3784,0.7657,-0.266932,0.0,0.0,0.0,1.0,0.0,10.36,0.0104
1612,3.0,20.0,127.0,B,Urban,1629.0,39954.0,92400.0,4.9657,0.9352,-0.067015,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1613,14.0,71.0,202.8,A,Urban,3068.0,12694.0,123400.0,5.0913,0.6426,-0.442205,0.0,0.0,0.0,1.0,0.0,22220.74,22.2207
1614,14.0,21.0,83.5,C,Suburban,1586.0,12142.0,20000.0,4.301,0.6043,-0.503687,0.0,1.0,0.0,0.0,1.0,4307.02,4.307
1615,1.0,29.0,345.6,D,Urban,2705.0,24887.0,26900.0,4.4298,0.9126,-0.091413,0.0,0.0,1.0,1.0,0.0,9333.73,9.3337
1616,3.0,19.0,87.6,A,Rural,1990.0,10367.0,169900.0,5.2302,0.711,-0.341081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,16.0,45.0,173.6,A,Suburban,887.0,33868.0,28200.0,4.4502,0.8132,-0.206809,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1618,10.0,52.0,305.5,A,Rural,2795.0,49639.0,74100.0,4.8698,0.7873,-0.239166,0.0,0.0,0.0,0.0,0.0,23949.4,23.9494
1619,2.0,36.0,123.5,A,Suburban,3514.0,38656.0,26100.0,4.4166,0.9529,-0.048199,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1620,20.0,22.0,130.1,A,Suburban,2221.0,32146.0,145900.0,5.1641,0.8524,-0.159717,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1621,5.0,24.0,292.5,C,Suburban,4061.0,22759.0,20000.0,4.301,0.8602,-0.15057,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1622,0.0,72.0,132.0,A,Urban,1413.0,49460.0,58800.0,4.7694,0.9226,-0.08051,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1623,19.0,64.0,50.9,B,Suburban,1183.0,44597.0,159100.0,5.2017,0.9037,-0.101309,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1624,0.0,72.0,178.4,C,Suburban,4726.0,41927.0,122200.0,5.0871,0.9327,-0.06971,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1625,11.0,48.0,53.8,C,Urban,4671.0,15350.0,51700.0,4.7135,0.6986,-0.35862,0.0,1.0,0.0,1.0,0.0,4465.71,4.4657
1626,20.0,49.0,322.9,A,Suburban,2507.0,10561.0,42900.0,4.6325,0.7389,-0.302625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1627,12.0,63.0,242.5,A,Urban,2564.0,13007.0,62300.0,4.7945,0.6212,-0.47614,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1628,12.0,53.0,224.9,D,Suburban,4374.0,16641.0,26700.0,4.4265,0.689,-0.372519,0.0,0.0,1.0,0.0,1.0,1119.75,1.1198
1629,8.0,43.0,110.5,A,Urban,3028.0,8676.0,69200.0,4.8401,0.8255,-0.191814,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1630,2.0,34.0,260.0,C,Urban,1292.0,44979.0,70200.0,4.8463,0.7541,-0.282208,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1631,12.0,46.0,253.2,C,Urban,1282.0,13334.0,53700.0,4.73,0.8133,-0.206663,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1632,18.0,21.0,68.1,B,Urban,1351.0,15197.0,167000.0,5.2227,0.4836,-0.726577,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1633,1.0,29.0,314.3,A,Urban,4079.0,44967.0,31900.0,4.5038,0.6762,-0.391297,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1634,18.0,60.0,223.8,A,Urban,3328.0,48116.0,20000.0,4.301,0.807,-0.214483,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1635,8.0,68.0,287.7,B,Suburban,2059.0,14980.0,49300.0,4.6928,0.8575,-0.153746,1.0,0.0,0.0,0.0,1.0,0.0,0.0
